,location,total_sqft,bath,price,bhk,encoded_loc
3421,Others,925.0,2,35.0,2,168
3422,TC Palaya,1500.0,2,75.0,2,198
3423,2nd Phase Judicial Layout,1350.0,2,47.25,3,2
3424,Electronic City Phase II,1219.0,2,61.26,2,69
3425,Kasavanhalli,1147.0,2,60.0,2,122
3426,Sarjapur  Road,1044.0,2,34.77,2,186
3427,Nagarbhavi,1190.0,2,63.0,2,158
3428,Others,1240.0,2,65.0,3,168
3429,Jigani,1352.0,3,65.0,3,105
3430,Others,1100.0,2,55.0,2,168
3431,Uttarahalli,1330.0,2,39.9,3,206
3432,Electronic City,1355.0,2,67.0,2,68
3433,Ramamurthy Nagar,1200.0,2,46.0,2,181
3434,Sarjapur  Road,1342.0,2,70.0,2,186
3435,Begur Road,1615.0,3,50.87,3,39
3436,Others,1340.0,2,65.0,2,168
3437,Others,1200.0,2,54.0,2,168
3438,Devanahalli,1080.0,2,52.0,2,61
3439,Electronic City,1200.0,2,34.0,2,68
3440,Amruthahalli,1605.0,3,65.0,3,13
3441,Margondanahalli,900.0,2,49.0,2,151
3442,Sarjapur,1830.0,3,88.0,3,185
3443,Others,1800.0,4,68.0,5,168
3444,Uttarahalli,1065.0,2,42.59,2,206
3445,Others,946.0,2,45.0,2,168
3446,Laggere,1500.0,1,60.0,1,143
3447,Kudlu Gate,1656.0,3,80.0,3,139
3448,Uttarahalli,1075.0,2,46.76,2,206
3449,LB Shastri Nagar,665.0,1,32.0,1,142
3450,Electronics City Phase 1,1145.0,2,54.0,2,70
3451,Whitefield,1185.0,2,41.0,2,215
3452,Uttarahalli,1155.0,2,40.6,2,206
3453,Others,1610.0,2,64.4,3,168
3454,Whitefield,1200.0,3,56.58,3,215
3455,EPIP Zone,1709.0,3,80.0,3,67
3456,Gottigere,1400.0,2,50.0,3,75
3457,KR Puram,1200.0,2,42.0,2,107
3458,Others,1439.0,3,57.23,3,168
3459,Kasavanhalli,1375.0,2,72.0,2,122
3460,Bannerghatta Road,1430.0,3,59.0,3,35
3461,Mahadevpura,1400.0,2,65.8,3,147
3462,Horamavu Banaswadi,1200.0,2,45.0,2,91
3463,Others,1435.0,2,60.0,3,168
3464,Thanisandra,1140.0,2,39.0,2,200
3465,Mallasandra,1325.0,2,65.0,2,148
3466,Hoodi,1370.0,3,67.0,3,89
3467,Others,1409.0,2,62.0,3,168
3468,Bellandur,1200.0,2,52.0,2,40
3469,Thanisandra,1200.0,2,53.5,2,200
3470,Chandapura,1200.0,2,36.0,2,52
3471,Others,1250.0,2,50.0,2,168
3472,Bommanahalli,2100.0,4,85.0,4,46
3473,5th Phase JP Nagar,552.0,1,23.5,1,4
3474,Uttarahalli,1065.0,2,42.59,3,206
3475,Others,1225.0,2,65.0,2,168
3476,Padmanabhanagar,1067.0,2,52.0,2,169
3477,Sarjapur,1364.0,2,56.0,3,185
3478,Others,1750.0,3,75.0,3,168
3479,Kaggadasapura,1540.0,3,75.0,3,110
3480,Others,1116.0,2,49.8,2,168
3481,Vijayanagar,864.0,2,45.0,2,211
3482,Hoskote,1069.0,2,38.0,3,95
3483,JP Nagar,1275.0,2,43.6,3,101
3484,Raja Rajeshwari Nagar,1060.0,2,48.0,2,178
3485,Hennur,1160.0,2,49.0,2,87
3486,Sarjapur  Road,1484.0,2,65.0,3,186
3487,Hennur Road,1310.0,2,66.0,2,88
3488,Jigani,1230.0,3,60.0,3,105
3489,Bommasandra Industrial Area,1310.0,2,37.83,3,48
3490,Others,1150.0,2,60.0,2,168
3491,Munnekollal,1385.0,2,66.5,3,153
3492,Tumkur Road,1066.0,2,52.5,2,204
3493,Thanisandra,2293.0,3,80.26,3,200
3494,Vittasandra,1246.0,2,67.4,2,214
3495,Raja Rajeshwari Nagar,3900.0,6,195.0,6,178
3496,Nagavarapalya,907.0,2,38.0,2,161
3497,Ulsoor,3500.0,4,138.0,4,205
3498,Others,1180.0,2,50.0,2,168
3499,Electronic City,1175.0,2,47.0,2,68
3500,Others,1272.0,2,51.5,2,168
3501,Hormavu,1143.0,2,53.0,2,92
3502,Hennur Road,1552.0,3,75.0,3,88
3503,Pai Layout,810.0,2,34.5,2,170
3504,Banashankari Stage V,1650.0,3,51.98,3,30
3505,Others,1595.0,3,70.39,3,168
3506,Whitefield,1060.0,2,35.0,2,215
3507,Babusapalaya,1410.0,2,65.0,3,24
3508,Nagarbhavi,1523.0,2,56.0,3,158
3509,Others,1640.0,3,84.0,3,168
3510,Yelahanka New Town,450.0,1,16.0,1,218
3511,Bannerghatta Road,1305.0,2,60.0,3,35
3512,Yelahanka,1590.0,3,54.0,3,217
3513,Kaggadasapura,1240.0,2,45.0,2,110
3514,Others,1200.0,2,54.0,2,168
3515,Dodda Nekkundi,1100.0,2,41.16,2,62
3516,Sarjapur  Road,1115.0,2,50.0,2,186
3517,Bisuvanahalli,845.0,2,33.0,2,45
3518,Channasandra,1310.0,2,45.0,3,53
3519,Others,959.0,2,42.5,2,168
3520,Kambipura,883.0,2,37.0,2,115
3521,Rachenahalli,1050.0,2,55.5,2,177
3522,Yelahanka,1390.0,2,70.21,2,217
3523,Hulimavu,1572.0,2,46.0,2,97
3524,Kenchenahalli,1280.0,2,69.0,3,126
3525,Marathahalli,1196.0,2,57.9,2,150
3526,Sarjapur  Road,1220.0,3,57.0,3,186
3527,Ambalipura,950.0,2,31.95,2,12
3528,Others,1141.0,2,55.0,2,168
3529,5th Phase JP Nagar,1200.0,2,51.0,2,4
3530,Kasavanhalli,1380.0,2,55.0,3,122
3531,Doddathoguru,855.0,2,32.0,2,65
3532,Chandapura,922.0,2,36.0,2,52
3533,Others,1200.0,2,43.2,2,168
3534,Others,1240.0,2,65.0,3,168
3535,7th Phase JP Nagar,1070.0,2,42.0,2,6
3536,R.T. Nagar,1380.0,2,50.0,3,176
3537,Yelahanka New Town,1599.0,3,80.0,3,218
3538,Nehru Nagar,967.0,2,41.1,2,164
3539,Others,1885.0,3,90.0,3,168
3540,Hebbal,1204.0,2,45.0,2,84
3541,Sarjapur  Road,1035.0,2,49.0,2,186
3542,ITPL,1000.0,2,29.95,2,99
3543,Haralur Road,1194.0,2,47.0,2,82
3544,Ramagondanahalli,1215.0,2,46.1,2,180
3545,Kanakpura Road,1660.0,2,50.125,2,119
3546,Hormavu,1100.0,2,38.0,2,92
3547,Vasanthapura,1050.0,2,47.0,2,209
3548,Kengeri,1230.0,2,45.0,2,127
3549,5th Phase JP Nagar,1240.0,3,60.0,3,4
3550,Electronic City Phase II,1252.0,2,65.0,3,69
3551,Banashankari,1040.0,2,45.0,2,27
3552,Sarjapur  Road,1350.0,2,68.0,2,186
3553,Anandapura,1151.0,2,43.16,2,14
3554,Uttarahalli,1360.0,2,47.59,3,206
3555,Others,1250.0,2,60.0,2,168
3556,Hennur Road,1015.0,2,50.0,2,88
3557,Yelahanka New Town,960.0,2,50.0,2,218
3558,Others,1110.0,2,52.0,2,168
3559,R.T. Nagar,1680.0,3,72.0,3,176
3560,Others,1350.0,3,48.6,3,168
3561,Horamavu Banaswadi,1254.0,2,47.0,2,91
3562,Whitefield,1125.0,2,45.0,2,215
3563,Vittasandra,1650.0,3,85.0,3,214
3564,Gollarapalya Hosahalli,1320.0,3,60.0,3,74
3565,Mysore Road,1500.0,3,74.0,3,155
3566,Kadugodi,1010.0,2,50.0,2,109
3567,Channasandra,1070.0,2,38.0,2,53
3568,Kalena Agrahara,1040.0,2,45.0,2,113
3569,Uttarahalli,1215.0,2,52.85,3,206
3570,Kasavanhalli,1200.0,2,60.0,2,122
3571,Raja Rajeshwari Nagar,1128.0,2,48.79,2,178
3572,Begur Road,1200.0,2,44.4,2,39
3573,Yelahanka,1200.0,2,55.0,2,217
3574,Kengeri Satellite Town,985.0,2,42.0,2,128
3575,Ramagondanahalli,1475.0,2,63.0,3,180
3576,Sarjapur  Road,1157.0,2,53.99,3,186
3577,Others,900.0,2,35.0,2,168
3578,Gottigere,2500.0,3,120.0,4,75
3579,Others,1000.0,2,46.0,2,168
3580,Kudlu,1570.0,2,65.94,3,138
3581,Kanakapura,1283.0,2,68.0,2,118
3582,Others,1200.0,2,52.0,2,168
3583,Kathriguppe,1250.0,2,68.75,3,124
3584,Yelahanka,990.0,2,37.62,2,217
3585,Others,1190.0,2,55.0,2,168
3586,Yelachenahalli,1100.0,2,60.0,2,216
3587,Harlur,1133.0,2,55.0,2,83
3588,Whitefield,1280.0,2,69.0,2,215
3589,Horamavu Agara,1250.0,3,65.0,3,90
3590,Begur Road,1565.0,2,49.3,3,39
3591,Others,1900.0,3,65.0,3,168
3592,Munnekollal,1080.0,2,45.0,2,153
3593,Vittasandra,1246.0,2,67.3,2,214
3594,JP Nagar,5048.0,2,237.5,3,101
3595,Sarjapur  Road,1385.0,3,55.0,3,186
3596,Others,1578.0,3,73.9,3,168
3597,HSR Layout,1140.0,2,46.0,2,81
3598,Sarjapur  Road,1700.0,3,79.9,3,186
3599,Electronic City,435.0,1,22.0,1,68
3600,Magadi Road,1116.0,2,51.89,2,146
3601,Hormavu,1000.0,2,50.0,2,92
3602,HSR Layout,1145.0,2,46.0,2,81
3603,Bommasandra,800.0,1,32.0,2,47
3604,Devanahalli,2425.0,3,88.2,3,61
3605,Others,1475.0,2,70.0,2,168
3606,BTM 2nd Stage,1265.0,2,55.0,2,22
3607,Anandapura,1200.0,2,58.0,2,14
3608,Brookefield,1080.0,2,50.0,2,49
3609,Others,2400.0,2,125.0,2,168
3610,Kadubeesanahalli,1545.0,2,66.0,3,108
3611,6th Phase JP Nagar,1350.0,2,58.0,3,5
3612,Others,1427.0,2,70.0,3,168
3613,Yelahanka,935.0,2,35.53,2,217
3614,Sarjapura - Attibele Road,1073.0,2,31.77,2,187
3615,Ananth Nagar,960.0,2,37.0,2,15
3616,Electronic City Phase II,1125.0,2,32.49,2,69
3617,Brookefield,1230.0,2,55.0,2,49
3618,Uttarahalli,1590.0,3,58.0,3,206
3619,Others,1350.0,3,68.0,3,168
3620,Raja Rajeshwari Nagar,1400.0,2,48.0,3,178
3621,Kaggadasapura,1560.0,2,72.0,3,110
3622,Mallasandra,1810.0,3,57.0,4,148
3623,Sonnenahalli,1484.0,3,74.18,3,195
3624,Others,1455.0,2,55.0,3,168
3625,Bharathi Nagar,1351.0,2,74.0,2,41
3626,Kanakpura Road,1223.0,2,42.81,3,119
3627,KR Puram,1430.0,2,61.0,3,107
3628,Electronic City Phase II,1310.0,2,37.83,3,69
3629,Bhoganhalli,1447.0,2,75.97,2,42
3630,Margondanahalli,1140.0,2,60.0,2,151
3631,Bommanahalli,1170.0,2,34.0,2,46
3632,Poorna Pragna Layout,1160.0,2,46.39,2,174
3633,Others,1570.0,3,80.0,3,168
3634,Others,1495.0,2,65.0,3,168
3635,Hoodi,1530.0,2,67.0,3,89
3636,Gunjur,1800.0,3,70.0,3,78
3637,Bellandur,1088.0,2,48.0,2,40
3638,Hebbal,1244.0,3,48.0,2,84
3639,Begur Road,1260.0,2,39.69,2,39
3640,Uttarahalli,1180.0,2,41.3,2,206
3641,Others,1464.0,3,56.0,3,168
3642,Yelahanka New Town,2095.0,3,109.0,4,218
3643,Bommasandra,1280.0,3,50.0,3,47
3644,Others,1440.0,3,72.0,3,168
3645,Hennur Road,1186.0,2,55.33,3,88
3646,Uttarahalli,1350.0,2,47.24,3,206
3647,Kudlu,1600.0,3,79.0,3,138
3648,GM Palaya,1000.0,2,35.0,2,72
3649,Banashankari Stage III,1305.0,2,59.0,3,29
3650,Kambipura,1082.0,2,45.5,3,115
3651,Others,1200.0,2,56.0,2,168
3652,Begur,3500.0,4,185.0,3,38
3653,Dasarahalli,1220.0,2,52.0,2,60
3654,Doddaballapur,1572.0,2,48.0,3,63
3655,Others,1670.0,3,75.0,3,168
3656,Begur,1100.0,2,55.0,2,38
3657,Chandapura,674.0,1,19.9,2,52
3658,Nagavara,1125.0,2,44.5,2,160
3659,Others,700.0,2,29.0,2,168
3660,JP Nagar,1600.0,3,83.0,3,101
3661, Devarachikkanahalli,1130.0,2,36.0,2,0
3662,Electronic City,1500.0,2,63.0,3,68
3663,Old Madras Road,1350.0,3,47.25,3,167
3664,Gottigere,1230.0,2,52.0,3,75
3665,Kanakpura Road,525.0,1,26.25,1,119
3666,Others,1300.0,2,67.0,3,168
3667,Panathur,1140.0,2,51.2,2,171
3668,Nagavarapalya,646.0,1,25.84,1,161
3669,Kadugodi,1050.0,2,34.0,2,109
3670,Whitefield,1458.0,2,62.0,3,215
3671,Whitefield,1808.0,4,80.0,3,215
3672,Doddathoguru,1105.0,2,50.0,2,65
3673,Raja Rajeshwari Nagar,1170.0,2,50.0,2,178
3674,Chandapura,1080.0,2,45.0,2,52
3675,Kaggalipura,1150.0,2,62.0,3,111
3676,Ramamurthy Nagar,1200.0,2,57.9,2,181
3677,Others,1200.0,2,54.0,2,168
3678,Kudlu Gate,1656.0,3,75.0,3,139
3679,KR Puram,1040.0,2,50.0,2,107
3680,Hosur Road,1085.0,2,33.7,2,96
3681,Others,1215.0,2,49.75,3,168
3682,NRI Layout,2150.0,4,115.0,4,157
3683,Others,1050.0,2,55.0,2,168
3684,Uttarahalli,1250.0,2,50.0,3,206
3685,Old Madras Road,1425.0,2,74.31,3,167
3686,Budigere,1162.0,2,58.0,2,50
3687,Sarjapur  Road,914.0,2,32.0,2,186
3688,Others,1258.0,2,58.0,2,168
3689,Whitefield,1537.0,2,70.0,3,215
3690,Chikkalasandra,1230.0,2,53.51,3,56
3691,Hosur Road,2000.0,4,69.0,4,96
3692,Anjanapura,950.0,2,32.0,2,17
3693,Marathahalli,4000.0,4,200.0,4,150
3694,Yelahanka,1282.0,2,48.72,3,217
3695,Jakkur,1220.0,2,49.0,3,102
3696,Budigere,1636.0,3,85.0,3,50
3697,7th Phase JP Nagar,1415.0,3,65.0,3,6
3698,Bommasandra,1942.0,3,90.0,3,47
3699,Electronic City,1039.0,2,50.0,2,68
3700,Marathahalli,1314.0,2,55.0,2,150
3701,Bisuvanahalli,945.0,2,33.0,2,45
3702,Nehru Nagar,1374.0,3,72.0,3,164
3703,Kengeri,1230.0,2,52.0,3,127
3704,Hosa Road,2500.0,3,100.0,3,93
3705,Raja Rajeshwari Nagar,1625.0,2,54.0,3,178
3706,Whitefield,1186.0,2,55.0,2,215
3707,Electronic City,770.0,1,39.9,2,68
3708,Varthur,1085.0,2,45.0,2,207
3709,Kundalahalli,1496.0,2,78.0,3,141
3710,Electronics City Phase 1,1550.0,2,82.0,3,70
3711,Marathahalli,1200.0,2,58.17,3,150
3712,Electronic City Phase II,1286.0,2,69.0,2,69
3713,Hebbal,1860.0,3,95.0,3,84
3714,Haralur Road,1243.0,2,45.0,2,82
3715,Sarjapur,1044.0,2,32.0,2,185
3716,7th Phase JP Nagar,1040.0,2,41.59,2,6
3717,8th Phase JP Nagar,1125.0,2,36.94,2,7
3718,Subramanyapura,1278.0,2,59.0,3,196
3719,Others,2400.0,6,98.0,6,168
3720,Others,1250.0,2,43.0,2,168
3721,Vijayanagar,2400.0,6,125.0,5,211
3722,Sarjapur  Road,1157.0,2,57.84,3,186
3723,Raja Rajeshwari Nagar,1185.0,2,51.15,2,178
3724,Ramamurthy Nagar,1305.0,3,60.0,3,181
3725,Thanisandra,1165.5,1,35.285,1,200
3726,Sarjapur  Road,1150.0,2,36.8,2,186
3727,Whitefield,1806.0,3,85.0,3,215
3728,Kudlu,1027.0,2,42.0,2,138
3729,Uttarahalli,1002.0,2,40.08,2,206
3730,Electronic City Phase II,1220.0,2,36.21,3,69
3731,Whitefield,1109.0,2,35.22,2,215
3732,Uttarahalli,1002.0,2,40.08,2,206
3733,Haralur Road,1027.0,2,44.0,2,82
3734,Kalyan nagar,1250.0,2,65.0,2,114
3735,Raja Rajeshwari Nagar,1255.0,2,53.87,2,178
3736,Doddathoguru,925.0,2,30.0,2,65
3737,Mysore Road,1020.0,2,48.95,2,155
3738,Battarahalli,1636.0,2,82.89,2,37
3739,Others,1190.0,2,41.0,2,168
3740,Others,1250.0,2,67.0,2,168
3741,Others,2260.0,3,80.0,2,168
3742,Others,2700.0,3,90.0,4,168
3743,JP Nagar,3000.0,3,150.0,4,101
3744,Hennur Road,1020.0,2,47.0,2,88
3745,Marathahalli,1125.0,2,55.0,2,150
3746,Others,909.0,2,43.0,3,168
3747,Kadugodi,1152.0,2,61.0,2,109
3748,Subramanyapura,958.0,2,34.49,2,196
3749,Whitefield,1150.0,2,55.0,2,215
3750,8th Phase JP Nagar,1100.0,2,35.0,2,7
3751,Thanisandra,1087.0,1,38.535,1,200
3752,Thanisandra,1430.0,2,54.0,3,200
3753,Bommanahalli,1020.0,2,55.0,2,46
3754,Electronic City Phase II,1140.0,2,32.92,2,69
3755,Anekal,967.0,2,45.0,3,16
3756,Others,850.0,1,35.5,2,168
3757,Others,1100.0,2,32.0,2,168
3758,Varthur,1250.0,2,47.0,2,207
3759,Gottigere,1120.0,2,50.0,2,75
3760,Hebbal,1200.0,2,52.0,2,84
3761,7th Phase JP Nagar,1100.0,2,44.0,2,6
3762, Devarachikkanahalli,1417.0,2,76.0,3,0
3763,Devanahalli,1498.0,3,79.15,3,61
3764,Kundalahalli,1010.0,2,48.27,2,141
3765,Hennur,1255.0,2,53.5,2,87
3766,Channasandra,1050.0,2,35.0,2,53
3767,Others,1200.0,2,55.0,2,168
3768,Bellandur,982.0,2,37.28,2,40
3769,Kengeri,750.0,2,36.5,2,127
3770,Electronic City,919.0,2,35.0,2,68
3771,Budigere,1087.0,2,54.3,2,50
3772,Others,1480.0,3,74.0,3,168
3773,Tindlu,1180.0,2,52.0,2,203
3774,Jigani,1221.0,3,65.0,3,105
3775,Haralur Road,1194.0,2,46.0,2,82
3776,Whitefield,1600.0,3,69.0,3,215
3777,Sahakara Nagar,2200.0,3,98.0,3,183
3778,Hennur Road,1061.0,2,54.92,2,88
3779,Marathahalli,1250.0,2,68.0,2,150
3780,Hennur Road,1585.0,2,80.0,3,88
3781,Kanakpura Road,1452.0,3,60.98,3,119
3782,Kammasandra,1015.0,2,37.0,2,117
3783,Marathahalli,1125.0,2,56.8,2,150
3784,Electronic City Phase II,1116.0,2,40.0,2,69
3785,Raja Rajeshwari Nagar,1419.0,2,60.42,2,178
3786,Others,1310.0,2,55.0,3,168
3787,Kaggadasapura,1240.0,2,58.58,2,110
3788,Budigere,1820.0,3,89.0,3,50
3789,Gubbalala,2500.0,3,88.0,3,77
3790,Hosa Road,1245.0,2,62.0,2,93
3791,GM Palaya,1315.0,3,65.0,3,72
3792,Kenchenahalli,1410.0,2,73.0,3,126
3793,Dasarahalli,1375.0,2,60.0,2,60
3794,Others,993.0,2,45.5,2,168
3795,Bommasandra Industrial Area,1200.0,3,45.0,2,48
3796,Others,6000.0,1,276.0,1,168
3797,Others,825.0,2,40.0,1,168
3798,Gottigere,1500.0,3,63.0,3,75
3799,Akshaya Nagar,1890.0,4,100.0,3,11
3800,Hulimavu,850.0,1,39.5,2,97
3801,Others,1320.0,2,60.0,3,168
3802,Raja Rajeshwari Nagar,1693.0,3,71.38,3,178
3803,Babusapalaya,1305.0,2,70.0,2,24
3804,Kodichikkanahalli,450.0,1,18.0,1,130
3805,Tumkur Road,4800.0,5,150.0,5,204
3806,Whitefield,1991.0,3,104.0,3,215
3807,Battarahalli,1779.0,3,90.0,3,37
3808,Banaswadi,870.0,2,38.0,2,32
3809,Kanakpura Road,525.0,1,26.0,1,119
3810,Gottigere,1200.0,2,40.0,2,75
3811,Electronic City Phase II,1150.0,3,46.0,3,69
3812,Sonnenahalli,1610.0,3,80.48,3,195
3813,Whitefield,1190.0,2,41.0,2,215
3814,Others,1050.0,2,50.0,2,168
3815,Others,600.0,1,33.0,1,168
3816,Others,1569.0,3,70.0,3,168
3817,Others,1410.0,2,45.12,3,168
3818,Whitefield,1109.0,2,35.47,2,215
3819,Varthur Road,1255.0,2,52.76,2,208
3820,Others,1020.0,2,49.0,2,168
3821,Singasandra,1120.0,2,60.0,2,192
3822,Whitefield,5200.0,5,242.0,4,215
3823,ITPL,1200.0,3,56.12,3,99
3824,Bommasandra,1127.0,2,45.0,2,47
3825,Kaggadasapura,1000.0,2,43.0,2,110
3826,CV Raman Nagar,1225.0,2,47.88,2,51
3827,Hormavu,1350.0,2,45.0,2,92
3828,Sahakara Nagar,1175.0,2,49.0,2,183
3829,Others,655.0,1,27.0,1,168
3830,CV Raman Nagar,1000.0,2,38.5,2,51
3831,Somasundara Palya,1275.0,2,52.0,3,193
3832,Others,927.0,2,50.0,2,168
3833,Varthur,1520.0,2,61.0,3,207
3834,Others,600.0,1,18.0,1,168
3835,Sarjapur  Road,2582.5,2,85.125,3,186
3836,Others,1175.0,2,48.72,2,168
3837,8th Phase JP Nagar,1089.0,2,43.55,2,7
3838,Hoodi,1257.0,2,68.5,2,89
3839,Sarjapur,650.0,1,19.87,1,185
3840,Vidyaranyapura,945.0,2,40.0,2,210
3841,Koramangala,1161.0,2,63.85,2,135
3842,Banashankari Stage V,1630.0,3,51.35,3,30
3843,Jalahalli,1310.0,2,60.0,3,103
3844,Others,750.0,2,28.0,2,168
3845,Others,1000.0,2,45.0,2,168
3846,Nagavara,1315.0,2,70.0,2,160
3847,Haralur Road,1580.0,3,73.0,3,82
3848,Akshaya Nagar,2650.0,3,125.0,3,11
3849,Uttarahalli,1075.0,2,40.0,2,206
3850,Subramanyapura,1400.0,2,55.0,3,196
3851,Bisuvanahalli,845.0,2,30.0,2,45
3852,Gunjur,1175.0,2,43.48,2,78
3853,Sarjapur  Road,1800.0,3,90.0,4,186
3854,Singasandra,1099.0,2,37.5,2,192
3855,Marathahalli,1200.0,2,53.0,2,150
3856,Hulimavu,1000.0,2,45.0,2,97
3857,Electronic City,1159.0,2,38.0,3,68
3858,BTM Layout,1540.0,2,78.0,3,23
3859,Uttarahalli,1580.0,3,60.0,3,206
3860,Mico Layout,1190.0,2,39.25,2,152
3861,Others,1200.0,2,61.0,2,168
3862,ITPL,1200.0,3,56.12,3,99
3863,Others,1500.0,2,52.0,3,168
3864,Padmanabhanagar,1150.0,2,45.0,2,169
3865,Bellandur,924.0,2,35.11,2,40
3866,Sarjapur  Road,7800.0,6,385.0,5,186
3867,Others,1765.0,3,77.27,3,168
3868,Others,1768.0,3,95.0,3,168
3869,Kothanur,1790.0,3,97.0,3,137
3870,Whitefield,1200.0,2,45.0,2,215
3871,Mahadevpura,1137.0,2,53.4,2,147
3872,Jakkur,4305.905,2,229.0,4,102
3873,Devanahalli,7370.0,4,393.5,4,61
3874,AECS Layout,1308.0,2,60.0,2,9
3875,Bisuvanahalli,1200.0,2,41.0,3,45
3876,Others,800.0,1,32.0,1,168
3877,Subramanyapura,958.0,2,33.53,2,196
3878,Dommasandra,1090.0,2,43.5,2,66
3879,Ramagondanahalli,1251.0,2,50.0,2,180
3880,Electronic City,1070.0,2,53.0,2,68
3881,Kalena Agrahara,1200.0,2,45.0,2,113
3882,CV Raman Nagar,1435.0,2,60.0,3,51
3883,Bommasandra,1400.0,2,45.0,3,47
3884,Judicial Layout,2330.0,3,94.71,4,106
3885,Thanisandra,1200.0,2,60.0,2,200
3886,Panathur,1000.0,2,40.0,2,171
3887,Bannerghatta Road,1655.0,2,62.89,3,35
3888,Electronics City Phase 1,1175.0,2,50.0,2,70
3889,Uttarahalli,1155.0,2,40.43,2,206
3890,Jakkur,2550.0,2,98.485,3,102
3891,Others,1010.0,2,55.0,2,168
3892,Others,650.0,1,20.0,2,168
3893,Bannerghatta Road,1693.0,3,89.0,3,35
3894,NGR Layout,1020.0,2,46.0,2,156
3895,Amruthahalli,1700.0,3,77.0,3,13
3896,Bannerghatta Road,1280.0,2,60.16,2,35
3897,Hosur Road,1170.0,2,48.0,2,96
3898,Sarjapur  Road,1150.0,2,44.0,2,186
3899,Others,1080.0,2,37.8,2,168
3900,Raja Rajeshwari Nagar,1196.0,2,40.54,2,178
3901,Bommanahalli,1250.0,3,41.0,3,46
3902,Banashankari,1200.0,2,49.0,2,27
3903,Electronics City Phase 1,1140.0,1,45.4,1,70
3904,Channasandra,1093.0,2,34.0,2,53
3905,Others,1500.0,2,45.0,2,168
3906,NGR Layout,1020.0,2,48.45,2,156
3907,Others,1800.0,3,85.0,3,168
3908,Kothannur,1240.0,2,39.85,3,136
3909,CV Raman Nagar,1020.0,2,55.0,2,51
3910,Gunjur,1362.0,3,62.63,3,78
3911,Yelahanka,694.0,1,30.84,1,217
3912,Vittasandra,1404.0,2,70.0,2,214
3913,Electronic City Phase II,1192.0,2,47.0,3,69
3914,Vittasandra,1259.0,2,67.48,2,214
3915,Kengeri,1000.0,2,34.0,2,127
3916,Rachenahalli,985.0,2,49.97,2,177
3917,Uttarahalli,1650.0,2,50.0,3,206
3918,Others,1190.0,2,48.6,2,168
3919,Sarjapur,1175.0,2,42.0,2,185
3920,Whitefield,1140.0,2,40.0,2,215
3921,Hoskote,1095.0,2,33.6,2,95
3922,Choodasandra,725.0,2,36.0,2,57
3923,Others,1600.0,2,88.0,3,168
3924,Nehru Nagar,1674.0,3,90.0,3,164
3925,Haralur Road,1243.0,2,46.0,2,82
3926,Padmanabhanagar,1350.0,3,71.55,3,169
3927,Horamavu Agara,1145.0,2,41.21,2,90
3928,7th Phase JP Nagar,1100.0,3,60.0,2,6
3929,Raja Rajeshwari Nagar,1196.0,2,40.54,2,178
3930,Banashankari Stage V,1510.0,3,47.57,3,30
3931,Haralur Road,1194.0,2,47.0,2,82
3932,Raja Rajeshwari Nagar,1630.0,3,60.65,3,178
3933,Hennur Road,1020.0,2,45.0,2,88
3934,Hosakerehalli,1410.0,2,53.58,3,94
3935,Banaswadi,1200.0,2,60.0,2,32
3936,Old Airport Road,1050.0,2,50.0,2,166
3937,Others,500.0,1,20.0,1,168
3938,Raja Rajeshwari Nagar,1531.0,3,51.77,3,178
3939,Anekal,620.0,1,23.5,2,16
3940,8th Phase JP Nagar,1605.0,2,65.0,3,7
3941,Sarjapur  Road,1400.0,3,55.0,3,186
3942,Sahakara Nagar,1100.0,2,55.0,2,183
3943,Hebbal,1110.0,3,59.0,3,84
3944,Varthur Road,1033.0,2,30.47,3,208
3945,Others,1500.0,2,75.0,3,168
3946,Electronic City Phase II,1502.0,3,50.0,3,69
3947,Others,1176.0,2,45.0,3,168
3948,Hosa Road,1063.0,2,32.8,2,93
3949,Kammanahalli,1100.0,2,60.0,2,116
3950,6th Phase JP Nagar,1216.0,2,60.0,2,5
3951,Others,1425.0,3,55.0,3,168
3952,Uttarahalli,1025.0,2,35.88,2,206
3953,Lakshminarayana Pura,3050.0,2,90.0,3,144
3954,Kadubeesanahalli,1424.0,2,75.0,3,108
3955,Others,1285.0,2,45.0,2,168
3956,Babusapalaya,1450.0,2,55.99,2,24
3957,Others,2000.0,2,95.0,3,168
3958,Uttarahalli,1125.0,2,47.65,2,206
3959,Old Madras Road,3900.0,4,175.0,4,167
3960,Raja Rajeshwari Nagar,1133.0,2,38.37,2,178
3961,Arekere,1240.0,2,60.0,2,19
3962,Devanahalli,1466.0,3,77.59,3,61
3963,Sarjapur  Road,1220.0,3,56.0,3,186
3964,Kaggadasapura,1225.0,2,48.0,2,110
3965,Akshaya Nagar,1300.0,2,54.0,2,11
3966,Others,1320.0,2,55.0,3,168
3967,Rayasandra,1601.0,3,70.0,3,182
3968,Whitefield,1115.0,2,55.0,2,215
3969,Whitefield,1870.0,3,90.0,3,215
3970,Others,1322.0,2,61.99,2,168
3971,Others,1450.0,2,65.0,3,168
3972,Rachenahalli,1050.0,2,52.5,2,177
3973,Devanahalli,775.0,1,39.0,1,61
3974,Hoodi,1000.0,2,48.0,2,89
3975,Others,425.0,1,15.0,1,168
3976,Others,820.0,2,30.0,2,168
3977,Hebbal,1200.0,2,52.0,2,84
